account_id	loyalty_id	invested_date	initial_value	investor_type	current_value
092682	L151507	16OCT2000	200	Individual	172
092689	L60721	04SEP2001	500	Individual	435
092696	L155964	31MAY2001	200	Individual	174
092737	L114091	30JUL2001	500	Individual	435
092739	L57216	26DEC2000	50	Individual	43
092740	L163564	24MAY2001	200	Individual	174
092761	L31639	11JUN2001	500	Individual	435
092773	L96976	29OCT2000	1000	Individual	860
092786	L129130	23DEC2000	1000	Individual	860
092789	L76440	18DEC2000	100	Group	86
092797	L78074	24FEB2001	200	Individual	174
092799	L168613	15NOV2000	1000	Individual	860
092825	L146095	03DEC2000	500	Individual	430
092826	L36133	06OCT2001	100	Individual	87
092827	L164906	21APR2001	500	Individual	435
092830	L150242	06OCT2001	1000	Individual	870
092832	L24685	07SEP2001	1000	Individual	870
092851	L155002	20OCT2000	200	Individual	172
092867	L78633	28FEB2001	50	Individual	43.5
092868	L131541	09JAN2001	100	Individual	86
092878	L93548	20OCT2000	100	Individual	86
092893	L34047	18FEB2001	200	Individual	174
092966	L102186	17NOV2000	200	Individual	172
092975	L94361	01APR2001	50	Individual	43.5
092980	L115190	06JUL2001	100	Individual	87
092984	L110779	17AUG2001	50	Individual	43.5
092995	L36935	05MAR2001	100	Individual	87
093000	L169651	15MAY2001	100	Individual	87
093011	L155141	01MAY2001	500	Individual	435
093016	L151638	15JUL2001	1000	Individual	870
093017	L36833	26FEB2001	500	Individual	435
093021	L38668	16SEP2001	500	Individual	435
093024	L96016	20DEC2000	200	Individual	172
093050	L152329	05FEB2001	1000	Individual	870
093061	L42147	08MAR2001	100	Individual	87
093064	L69623	24APR2001	500	Individual	435
093066	L105629	28JAN2001	200	Individual	172
093067	L60635	06FEB2001	1000	Individual	870
093078	L23946	06FEB2001	200	Individual	174
093084	L118269	25DEC2000	50	Individual	43
093103	L138615	13MAY2001	100	Group	87
093115	L114871	22FEB2001	100	Individual	87
093119	L131246	24FEB2001	200	Individual	174
093122	L152835	07DEC2000	1000	Individual	860
093141	L36620	31MAY2001	100	Group	87
093149	L151202	19MAR2001	500	Individual	435
093161	L56998	01JAN2001	200	Individual	172
093170	L111517	18AUG2001	100	Individual	87
093176	L33801	31MAY2001	500	Individual	435
093178	L164908	04FEB2001	1000	Individual	870
093200	L93996	03MAR2001	200	Individual	174
093208	L136366	29APR2001	200	Group	174
093210	L143291	04SEP2001	1000	Individual	870
093225	L144552	15DEC2000	100	Group	86
093230	L79662	29JUN2001	200	Individual	174
093238	L35394	02MAR2001	100	Group	87
093242	L103402	29JAN2001	100	Individual	86
093243	L162055	26AUG2001	50	Individual	43.5
093257	L40670	14DEC2000	200	Individual	172
093270	L38845	18NOV2000	1000	Individual	860
093279	L34718	06JAN2001	100	Individual	86
093282	L59204	07NOV2000	500	Individual	430
093300	L113503	05MAR2001	200	Individual	174
093309	L68772	27DEC2000	200	Individual	172
093316	L69432	02JUN2001	1000	Group	870
093317	L45622	05MAR2001	100	Individual	87
093332	L44562	14FEB2001	500	Individual	435
093342	L149505	26JUL2001	500	Individual	435
093362	L51804	08DEC2000	500	Individual	430
093372	L69455	16SEP2001	500	Individual	435
093376	L112481	26NOV2000	1000	Individual	860
093409	L158833	07DEC2000	100	Individual	86
093412	L56238	10MAR2001	100	Individual	87
093418	L123691	22NOV2000	50	Individual	43
093428	L72031	03JUL2001	50	Individual	43.5
093431	L109802	06MAY2001	100	Individual	87
093446	L96853	04DEC2000	100	Group	86
093456	L41385	30DEC2000	100	Individual	86
093486	L146601	03JUN2001	500	Individual	435
093490	L72604	11OCT2001	200	Individual	174
093497	L155804	17JUL2001	500	Individual	435
093503	L169866	07FEB2001	200	Individual	174
093505	L161853	20FEB2001	200	Group	174
093519	L128240	10DEC2000	200	Individual	172
093522	L129626	16JUN2001	100	Individual	87
093557	L69434	19MAY2001	100	Individual	87
093558	L79745	30APR2001	100	Individual	87
093567	L86689	28JAN2001	100	Individual	86
093569	L64992	30NOV2000	200	Individual	172
093579	L152537	14FEB2001	500	Individual	435
093589	L113527	24SEP2001	200	Individual	174
093596	L101026	07JAN2001	500	Group	430
093602	L116235	22MAR2001	1000	Individual	870
093623	L108785	16OCT2001	100	Individual	87
093644	L129754	19MAY2001	200	Individual	174
093650	L155436	06JAN2001	50	Individual	43
093665	L59477	13DEC2000	100	Individual	86
093666	L132182	05SEP2001	100	Individual	87
093688	L55991	14OCT2001	50	Individual	43.5
093711	L27989	27JUL2001	200	Individual	174
093719	L86477	05JUL2001	1000	Individual	870
093720	L74456	13MAR2001	200	Individual	174
093726	L25857	20OCT2001	50	Individual	43.5
093743	L156406	04JUL2001	100	Individual	87
093767	L62182	05JUL2001	200	Individual	174
093779	L130420	17NOV2001	100	Individual	87
093783	L58260	15AUG2001	200	Individual	174
093788	L90859	13FEB2001	1000	Individual	870
093800	L150145	09NOV2001	100	Individual	87
093814	L46801	22FEB2001	100	Individual	87
093825	L24615	10JUN2001	100	Individual	87
093846	L46976	18DEC2000	50	Individual	43
093907	L60668	24JAN2001	100	Individual	86
093911	L111126	20APR2001	200	Individual	174
093917	L29554	12JAN2001	100	Individual	86
093925	L124837	26JAN2001	100	Individual	86
093931	L123480	17AUG2001	200	Individual	174
093932	L136014	21JUN2001	100	Individual	87
093973	L168284	17NOV2001	200	Individual	174
094030	L59873	09APR2001	50	Individual	43.5
094049	L59389	08AUG2001	50	Individual	43.5
094056	L43146	09JUL2001	100	Individual	87
094067	L48642	02DEC2000	100	Individual	86
094085	L35540	18JUL2001	200	Individual	174
094109	L102716	09DEC2000	200	Individual	172
094133	L79007	04OCT2001	100	Individual	87
094145	L36850	21DEC2000	100	Individual	86
094171	L72690	02SEP2001	200	Individual	174
094187	L151520	19NOV2001	100	Individual	87
094197	L50541	09OCT2001	1000	Individual	870
094244	L68231	26JAN2001	1000	Individual	860
094257	L122237	16JUN2001	500	Individual	435
094279	L144235	11APR2001	100	Individual	87
094285	L148286	08FEB2001	100	Individual	87
094287	L27768	13NOV2001	100	Individual	87
094290	L154870	21SEP2001	100	Individual	87
094291	L89210	11MAR2001	100	Individual	87
094307	L112604	08FEB2001	100	Individual	87
094312	L125992	11APR2001	1000	Individual	870
094315	L124448	21OCT2001	200	Individual	174
094356	L139246	05SEP2001	100	Individual	87
094385	L109129	02NOV2001	100	Individual	87
094396	L53343	12JUN2001	100	Individual	87
094399	L65736	20JUN2001	100	Individual	87
094404	L168370	25MAY2001	200	Individual	174
094412	L165626	16DEC2000	200	Individual	172
094414	L160535	31MAY2001	100	Group	87
094419	L64198	07NOV2001	500	Group	435
094427	L84903	24FEB2001	200	Individual	174
094431	L158589	29SEP2001	100	Individual	87
094440	L62805	03JUN2001	100	Individual	87
094466	L161652	23OCT2001	100	Individual	87
094473	L122261	14AUG2001	50	Individual	43.5
094474	L53767	04OCT2001	200	Individual	174
094480	L115731	04APR2001	100	Individual	87
094484	L160417	06MAY2001	100	Individual	87
094493	L168949	06FEB2001	100	Individual	87
094505	L116713	11JUN2001	200	Individual	174
094515	L27867	03DEC2001	100	Individual	87
094532	L159329	06APR2001	100	Individual	87
094536	L77558	22NOV2001	50	Individual	43.5
094538	L49328	30APR2001	200	Individual	174
094546	L148785	15MAY2001	100	Individual	87
094555	L124633	15NOV2001	200	Individual	174
094566	L67098	29NOV2001	1000	Individual	870
094571	L89720	31MAY2001	100	Individual	87
094572	L57754	01JUN2001	50	Individual	43.5
094592	L118481	21APR2001	200	Individual	174
094595	L47446	22OCT2001	100	Group	87
094612	L146420	07MAR2001	200	Individual	174
094627	L74097	27JUN2001	1000	Individual	870
094633	L46428	22FEB2001	200	Individual	174
094642	L88933	16SEP2001	500	Individual	435
094644	L133870	16FEB2001	200	Individual	174
094668	L93377	04DEC2001	100	Individual	87
094677	L142946	13MAR2001	500	Individual	435
094694	L167504	13JUN2001	100	Individual	87
094706	L151117	21OCT2001	100	Group	87
094715	L23842	10DEC2001	1000	Individual	870
094716	L40243	10JUN2001	500	Individual	435
094719	L59096	02MAY2001	100	Individual	87
094736	L135212	03MAR2001	500	Individual	435
094737	L59224	15FEB2001	200	Individual	174
094742	L38371	24MAR2001	200	Individual	174
094779	L76033	14SEP2001	200	Individual	174
094781	L136622	10MAR2001	200	Individual	174
094822	L167127	20FEB2001	100	Individual	87
094824	L46060	16DEC2001	200	Individual	174
094864	L90470	20JUL2001	500	Individual	435
094894	L67462	23AUG2001	50	Individual	43.5
094896	L131714	12FEB2001	500	Individual	435
094950	L68683	09OCT2001	1000	Individual	870
094976	L110851	28MAY2001	100	Individual	87
094977	L132453	29NOV2001	1000	Individual	870
094978	L95146	21JAN2001	100	Individual	86
094984	L168325	17FEB2001	500	Individual	435
094993	L38399	03JUN2001	200	Individual	174
094994	L23800	03MAR2001	100	Individual	87
094995	L31884	23NOV2001	500	Individual	435
094996	L35994	06SEP2001	200	Individual	174
095004	L161277	09MAY2001	50	Individual	43.5
095030	L101843	18AUG2001	200	Individual	174
095036	L107484	30MAR2001	100	Individual	87
095043	L69716	12JUL2001	1000	Individual	870
095046	L48704	27JUL2001	100	Individual	87
095057	L55140	14FEB2001	200	Individual	174
095068	L153063	28OCT2001	1000	Group	870
095074	L101474	24FEB2001	500	Individual	435
095082	L122614	15DEC2001	200	Individual	174
095095	L133165	30JAN2001	500	Individual	435
095099	L115739	31DEC2001	1000	Group	870
095106	L110782	09SEP2001	500	Individual	435
095127	L84185	18JUL2001	200	Individual	174
095131	L26004	16APR2001	200	Individual	174
095139	L76546	06AUG2001	500	Individual	435
095145	L34774	01SEP2001	100	Group	87
095167	L169884	08MAR2001	100	Individual	87
095223	L131119	25FEB2001	100	Individual	87
095235	L104830	18NOV2001	500	Individual	435
095236	L143957	14OCT2001	100	Individual	87
095237	L105427	28JUL2001	200	Individual	174
095243	L33072	24SEP2001	500	Individual	435
095245	L31067	24MAY2001	100	Individual	87
095246	L116427	29MAY2001	100	Individual	87
095265	L83675	23JAN2001	1000	Individual	860
095272	L148102	30MAR2001	100	Individual	87
095278	L93223	23JUL2001	200	Individual	174
095284	L115147	16JAN2002	500	Individual	435
095288	L115213	26FEB2001	1000	Individual	870
095327	L168184	23JUN2001	500	Group	435
095348	L131575	11AUG2001	100	Group	87
095352	L154804	22JAN2001	1000	Individual	860
095354	L104205	02MAR2001	100	Individual	87
095373	L88993	31AUG2001	1000	Individual	870
095378	L146705	29JUL2001	200	Individual	174
095396	L145861	13APR2001	500	Individual	435
095402	L117745	20JUL2001	100	Individual	87
095407	L98757	21DEC2001	200	Individual	174
095411	L68974	25APR2001	100	Individual	87
095422	L152123	24APR2001	200	Individual	174
095425	L35071	23JAN2002	1000	Individual	870
095429	L169276	15FEB2001	200	Individual	174
095430	L74624	24DEC2001	100	Individual	87
095448	L134795	09FEB2001	1000	Individual	870
095451	L60059	30JAN2002	200	Individual	176
095455	L69163	06JUL2001	1000	Individual	870
095501	L53145	20OCT2001	500	Individual	435
095524	L50400	11JUN2001	500	Individual	435
095526	L62582	16SEP2001	50	Individual	43.5
095545	L93181	16JUN2001	500	Individual	435
095547	L136659	27JUN2001	100	Individual	87
095550	L70745	11JAN2002	500	Individual	435
095551	L62650	08APR2001	500	Individual	435
095562	L24510	13MAR2001	200	Group	174
095564	L166850	30MAY2001	100	Individual	87
095578	L34265	26JAN2002	1000	Individual	870
095608	L105542	10JAN2002	50	Individual	43.5
095622	L113383	28APR2001	500	Individual	435
095636	L143225	11OCT2001	500	Individual	435
095643	L92953	24JUN2001	100	Individual	87
095646	L31193	31JAN2002	500	Individual	440
095683	L170301	28SEP2001	500	Individual	435
095709	L80553	26SEP2001	200	Individual	174
095719	L136313	08SEP2001	100	Group	87
095747	L47315	09JUL2001	100	Individual	87
095755	L103020	17SEP2001	200	Group	174
095761	L96180	08MAY2001	100	Individual	87
095766	L83792	16DEC2001	100	Individual	87
095777	L37138	16OCT2001	200	Individual	174
095794	L31356	06JUL2001	200	Individual	174
095810	L40549	16AUG2001	200	Individual	174
095816	L30618	28AUG2001	500	Individual	435
095833	L168902	06JUL2001	50	Individual	43.5
095843	L28629	24OCT2001	200	Individual	174
095844	L75668	01JUL2001	50	Individual	43.5
095854	L42773	02JAN2002	50	Individual	43.5
095859	L127413	02AUG2001	1000	Individual	870
095872	L72160	02DEC2001	100	Individual	87
095914	L89879	23MAY2001	50	Individual	43.5
095932	L164958	15OCT2001	1000	Individual	870
095945	L21759	12SEP2001	500	Group	435
095953	L91176	27FEB2001	50	Individual	43.5
095980	L54380	22JUL2001	100	Individual	87
095992	L152918	24FEB2002	200	Individual	176
095993	L162310	24NOV2001	100	Individual	87
095994	L125798	01MAY2001	100	Individual	87
095998	L37877	16NOV2001	100	Individual	87
096016	L53085	06FEB2002	100	Individual	88
096019	L147533	28OCT2001	50	Individual	43.5
096032	L140574	26JAN2002	50	Individual	43.5
096044	L77681	17FEB2002	1000	Individual	880
096048	L72918	17JAN2002	50	Individual	43.5
096069	L108415	25SEP2001	200	Individual	174
096072	L157006	04SEP2001	1000	Individual	870
096096	L34052	17APR2001	500	Individual	435
096098	L39254	04FEB2002	100	Individual	88
096106	L83227	13APR2001	200	Individual	174
096114	L165310	21DEC2001	500	Individual	435
096115	L55853	21FEB2002	50	Individual	44
096135	L33758	07JUL2001	200	Individual	174
096149	L143213	04JAN2002	500	Individual	435
096159	L91031	09MAY2001	100	Individual	87
096194	L57324	11MAR2002	500	Individual	440
096204	L107598	21JUL2001	500	Individual	435
096210	L122755	24JUL2001	500	Individual	435
096230	L101450	19JUN2001	500	Individual	435
096236	L70467	30NOV2001	100	Individual	87
096241	L126027	18NOV2001	200	Individual	174
096244	L78438	06JAN2002	1000	Individual	870
096258	L151765	31DEC2001	100	Individual	87
096263	L75962	26AUG2001	200	Individual	174
096272	L132781	25FEB2002	100	Individual	88
096284	L90774	28JAN2002	1000	Individual	870
096290	L84298	05MAY2001	200	Individual	174
096301	L151846	19AUG2001	100	Group	87
096310	L102281	13JUN2001	200	Individual	174
096312	L157550	04DEC2001	200	Individual	174
096329	L100743	22MAR2002	200	Group	176
096377	L67263	27SEP2001	200	Individual	174
096380	L79472	03SEP2001	200	Individual	174
096383	L154039	20JUN2001	500	Group	435
096421	L102013	13JUN2001	50	Individual	43.5
096433	L131853	01SEP2001	200	Individual	174
096441	L109030	01SEP2001	500	Individual	435
096452	L50150	27OCT2001	200	Individual	174
096456	L154157	19MAR2002	1000	Individual	880
096470	L33864	21OCT2001	100	Individual	87
096478	L130107	03AUG2001	100	Individual	87
096513	L68922	19MAR2002	200	Individual	176
096522	L60242	03SEP2001	50	Individual	43.5
096531	L52209	23JUN2001	200	Individual	174
096533	L167178	09APR2001	500	Individual	435
096535	L168655	10OCT2001	200	Individual	174
096545	L170797	22APR2001	500	Individual	435
096555	L54548	02APR2002	100	Individual	88
096563	L61355	05FEB2002	200	Individual	176
096564	L117313	06DEC2001	1000	Individual	870
096573	L68886	02JAN2002	100	Individual	87
096585	L55882	10JUN2001	100	Individual	87
096597	L168722	11FEB2002	100	Individual	88
096616	L108164	26MAR2002	100	Individual	88
096617	L148926	23APR2001	500	Individual	435
096646	L79167	19AUG2001	100	Individual	87
096650	L129542	20JAN2002	100	Individual	87
096654	L137366	27JUL2001	200	Individual	174
096655	L59223	24MAY2001	50	Individual	43.5
096682	L46010	14DEC2001	500	Individual	435
096733	L85192	28AUG2001	100	Individual	87
096738	L168546	20DEC2001	100	Group	87
096743	L127152	10AUG2001	50	Individual	43.5
096766	L47246	04MAR2002	100	Individual	88
096780	L60954	21APR2001	100	Individual	87
096781	L115384	20SEP2001	500	Individual	435
096782	L103978	29APR2001	500	Individual	435
096787	L116168	25FEB2002	100	Individual	88
096800	L149533	01AUG2001	500	Individual	435
096805	L87406	15JAN2002	100	Individual	87
096819	L166760	14JUN2001	50	Individual	43.5
096823	L138411	22FEB2002	1000	Individual	880
096824	L75473	27MAY2001	500	Group	435
096829	L86473	17NOV2001	50	Individual	43.5
096842	L73006	22SEP2001	100	Individual	87
096852	L122394	23SEP2001	100	Group	87
096891	L109746	11OCT2001	200	Individual	174
096893	L147173	12APR2002	200	Individual	176
096924	L161406	09JUL2001	200	Individual	174
096929	L53635	16DEC2001	200	Individual	174
096932	L85712	02MAY2001	200	Individual	174
096937	L49094	01OCT2001	1000	Individual	870
096944	L153764	08JAN2002	100	Individual	87
096977	L143101	01NOV2001	50	Individual	43.5
096991	L42217	13MAY2001	500	Individual	435
097009	L70608	13FEB2002	200	Individual	176
097037	L46698	04OCT2001	200	Individual	174
097067	L127423	02APR2002	50	Individual	44
097068	L102790	13APR2002	100	Individual	88
097097	L37269	30OCT2001	200	Individual	174
097113	L151001	30JUL2001	200	Group	174
097116	L84816	12MAY2001	500	Group	435
097117	L35384	30OCT2001	200	Individual	174
097128	L125990	31JUL2001	500	Individual	435
097135	L161795	30MAY2001	200	Individual	174
097137	L91179	03JUN2001	500	Individual	435
097144	L32775	23AUG2001	50	Individual	43.5
097181	L38960	03APR2002	100	Individual	88
097209	L130783	18JAN2002	50	Group	43.5
097211	L65505	30JAN2002	200	Individual	176
097214	L51056	21FEB2002	200	Group	176
097226	L79319	14FEB2002	200	Group	176
097264	L43287	03JUL2001	1000	Individual	870
097270	L67181	30AUG2001	50	Individual	43.5
097272	L65863	25JAN2002	100	Individual	87
097277	L41951	22NOV2001	200	Individual	174
097278	L141228	19JUL2001	200	Individual	174
097287	L142781	08MAR2002	500	Individual	440
097290	L38707	21MAR2002	500	Individual	440
097295	L152742	28JUN2001	200	Individual	174
097297	L52100	16MAR2002	100	Individual	88
097308	L135481	23JAN2002	100	Group	87
097309	L56890	01JAN2002	200	Individual	174
097329	L105974	04AUG2001	200	Individual	174
097335	L137660	07JUL2001	200	Individual	174
097368	L85631	12APR2002	500	Individual	440
097389	L66893	23DEC2001	100	Individual	87
097429	L154286	09FEB2002	500	Individual	440
097461	L95909	10JAN2002	200	Individual	174
097501	L28831	06JUN2001	100	Individual	87
097511	L138618	04JAN2002	200	Individual	174
097521	L134139	29SEP2001	200	Individual	174
097549	L63275	09JAN2002	100	Individual	87
097579	L84661	11APR2002	200	Individual	176
097580	L36214	17JUL2001	1000	Group	870
097584	L63421	22MAR2002	200	Individual	176
097599	L121704	27OCT2001	500	Individual	435
097617	L155160	29AUG2001	50	Individual	43.5
097622	L92836	21FEB2002	1000	Group	880
097624	L72873	21APR2002	500	Individual	440
097654	L77625	04SEP2001	200	Individual	174
097655	L94831	22JAN2002	100	Group	87
097666	L56642	21DEC2001	200	Individual	174
097673	L38158	23SEP2001	100	Individual	87
097698	L160731	30NOV2001	100	Individual	87
097707	L75105	23JAN2002	200	Individual	174
097735	L92321	21MAR2002	1000	Individual	880
097741	L64245	13MAY2002	1000	Individual	880
097743	L109112	05SEP2001	100	Individual	87
097745	L162648	21OCT2001	100	Individual	87
097746	L51313	04APR2002	500	Individual	440
097760	L104008	23JUN2001	100	Individual	87
097761	L140112	13APR2002	200	Individual	176
097768	L122671	06AUG2001	500	Individual	435
097828	L122870	06JUL2001	200	Individual	174
097838	L134317	21JUL2001	100	Individual	87
097844	L61512	27FEB2002	200	Individual	176
097855	L49762	17MAY2002	100	Individual	88
097864	L104632	26JAN2002	100	Individual	87
097866	L138203	10FEB2002	100	Individual	88
097870	L100608	17APR2002	200	Individual	176
097874	L35962	29MAR2002	200	Individual	176
097877	L133289	28MAY2002	500	Individual	440
097888	L110034	10OCT2001	50	Individual	43.5
097906	L100395	13SEP2001	200	Group	174
097911	L120562	12MAY2002	200	Individual	176
097932	L126021	30DEC2001	200	Individual	174
097952	L68395	09MAR2002	50	Individual	44
097953	L112576	04MAR2002	1000	Individual	880
097956	L132775	10MAR2002	100	Group	88
097958	L101845	17APR2002	100	Individual	88
097976	L143740	14AUG2001	500	Individual	435
097988	L97621	16JAN2002	200	Individual	174
097998	L57207	18AUG2001	500	Individual	435
098004	L137906	13JUN2002	100	Individual	88
098022	L126858	01AUG2001	200	Individual	174
098038	L129358	06JUN2002	500	Individual	440
098039	L149587	07JAN2002	100	Individual	87
098051	L87833	25NOV2001	100	Individual	87
098057	L46115	10MAY2002	100	Individual	88
098058	L61160	14JUN2002	500	Individual	440
098060	L40963	11MAR2002	500	Individual	440
098068	L93328	17OCT2001	1000	Individual	870
098078	L36555	20JAN2002	200	Individual	174
098079	L159262	04JUN2002	100	Individual	88
098092	L139469	08MAR2002	200	Individual	176
098095	L110673	06JUL2002	200	Individual	176
098111	L79457	21OCT2001	1000	Individual	870
098115	L102119	18JUN2002	100	Individual	88
098122	L69346	12JUN2002	100	Individual	88
098134	L64881	20JAN2002	1000	Individual	870
098138	L78497	04MAR2002	500	Individual	440
098157	L81271	20MAY2002	500	Individual	440
098169	L27204	31DEC2001	1000	Individual	870
098175	L141191	09APR2002	100	Individual	88
098177	L42050	27JAN2002	200	Individual	174
098183	L113173	30JAN2002	100	Individual	88
098185	L132695	18MAR2002	500	Individual	440
098201	L115957	17NOV2001	200	Individual	174
098217	L140804	03JUL2002	100	Individual	88
098219	L28589	10OCT2001	100	Individual	87
098223	L97885	01SEP2001	200	Individual	174
098237	L163075	02JUN2002	100	Individual	88
098243	L73241	05MAY2002	200	Individual	176
098252	L124907	27OCT2001	200	Individual	174
098261	L145315	19MAY2002	500	Group	440
098262	L54232	19SEP2001	200	Individual	174
098265	L58381	04JAN2002	200	Individual	174
098273	L136510	28FEB2002	500	Individual	440
098277	L159712	21FEB2002	200	Individual	176
098288	L37976	27FEB2002	200	Individual	176
098303	L31263	03JUL2002	500	Individual	440
098309	L86972	29SEP2001	200	Individual	174
098329	L88509	16JUN2002	50	Individual	44
098332	L98657	03FEB2002	200	Individual	176
098339	L26748	10SEP2001	100	Individual	87
098377	L70113	28NOV2001	100	Individual	87
098396	L34492	07JUN2002	100	Individual	88
098403	L55679	26DEC2001	100	Individual	87
098409	L92126	26JAN2002	200	Individual	174
098418	L123108	05JUL2002	1000	Group	880
098419	L59321	01JAN2002	500	Individual	435
098430	L147357	10NOV2001	1000	Individual	870
098437	L36781	04JAN2002	500	Individual	435
098441	L105627	18FEB2002	500	Individual	440
098451	L55598	05MAY2002	100	Individual	88
098458	L25419	26NOV2001	200	Individual	174
098464	L156275	18MAR2002	200	Individual	176
098474	L49317	01JUN2002	500	Individual	440
098478	L28356	06DEC2001	100	Individual	87
098490	L89289	18JAN2002	100	Individual	87
098494	L50640	01AUG2002	100	Individual	88
098508	L136408	17JAN2002	1000	Individual	870
098515	L26658	14MAR2002	500	Group	440
098521	L132239	27AUG2001	100	Group	87
098538	L47174	08SEP2001	1000	Individual	870
098554	L151081	19MAR2002	100	Individual	88
098612	L28826	01NOV2001	50	Individual	43.5
098629	L35940	05NOV2001	100	Individual	87
098660	L133591	14JUL2002	200	Individual	176
098667	L61149	07SEP2001	200	Individual	174
098672	L67198	16APR2002	200	Individual	176
098697	L35208	06JUN2002	500	Individual	440
098720	L86199	18DEC2001	100	Individual	87
098724	L24595	08APR2002	500	Individual	440
098730	L146537	24MAY2002	200	Individual	176
098750	L77275	01FEB2002	500	Individual	440
098759	L21730	12DEC2001	1000	Individual	870
098774	L97573	19OCT2001	100	Individual	87
098792	L77815	08SEP2001	500	Individual	435
098794	L102905	25AUG2002	200	Individual	176
098795	L158423	16AUG2002	200	Individual	176
098813	L125159	16APR2002	50	Individual	44
098828	L143588	23JAN2002	200	Individual	174
098844	L30309	22MAR2002	500	Individual	440
098859	L165570	08JUN2002	500	Individual	440
098860	L144684	03APR2002	500	Individual	440
098874	L144919	13AUG2002	50	Individual	44
098880	L112947	21AUG2002	200	Individual	176
098892	L31080	04OCT2001	100	Individual	87
098901	L135411	23JAN2002	100	Individual	87
098904	L56524	19JUN2002	100	Individual	88
098911	L142686	17APR2002	100	Individual	88
098934	L60541	19JUN2002	200	Individual	176
098936	L57813	30AUG2002	50	Individual	44
098955	L148787	30JUN2002	200	Individual	176
098958	L138830	30JUL2002	500	Individual	440
098959	L55080	18APR2002	200	Individual	176
098973	L153719	30MAR2002	1000	Individual	880
098993	L150767	14DEC2001	100	Individual	87
098997	L36510	09SEP2001	50	Individual	43.5
099036	L94895	05DEC2001	200	Individual	174
099038	L45017	30MAY2002	500	Individual	440
099044	L148803	10AUG2002	50	Individual	44
099053	L25119	01MAY2002	500	Individual	440
099057	L43644	16AUG2002	1000	Individual	880
099138	L61489	15OCT2001	100	Individual	87
099182	L111019	22JAN2002	500	Individual	435
099208	L119083	10JAN2002	100	Individual	87
099225	L140294	22MAY2002	200	Individual	176
099236	L82590	04APR2002	200	Individual	176
099250	L170473	25APR2002	500	Individual	440
099256	L113502	29DEC2001	500	Individual	435
099259	L46301	12JUL2002	200	Individual	176
099261	L127023	07FEB2002	1000	Individual	880
099284	L63013	14OCT2001	200	Individual	174
099285	L116285	07JUN2002	200	Individual	176
099290	L109605	07JUL2002	200	Group	176
099295	L40502	01JUL2002	500	Group	440
099296	L127332	29OCT2001	100	Individual	87
099314	L83122	16JUL2002	100	Individual	88
099318	L41531	03FEB2002	200	Individual	176
099324	L45324	23JAN2002	200	Individual	174
099328	L145542	10SEP2002	100	Individual	88
099359	L137549	09SEP2002	500	Individual	440
099374	L167311	01JUL2002	100	Group	88
099382	L54501	09MAY2002	50	Group	44
099385	L39578	06OCT2001	100	Individual	87
099388	L129083	27JUN2002	200	Individual	176
099393	L36956	12DEC2001	500	Individual	435
099402	L101753	19FEB2002	200	Individual	176
099420	L126625	08MAR2002	100	Individual	88
099423	L63465	20SEP2002	200	Individual	176
099431	L24085	14NOV2001	200	Individual	174
099438	L157065	22MAR2002	500	Individual	440
099440	L167486	18JUL2002	200	Individual	176
099441	L102912	19MAR2002	1000	Individual	880
099443	L42238	17JAN2002	200	Individual	174
099444	L27424	29DEC2001	500	Individual	435
099468	L133489	11APR2002	100	Group	88
099473	L110523	03OCT2002	500	Individual	440
099474	L115022	01APR2002	200	Individual	176
099481	L146996	20FEB2002	200	Individual	176
099485	L86104	15AUG2002	500	Group	440
099500	L114208	10NOV2001	100	Individual	87
099506	L43163	11DEC2001	500	Group	435
099511	L31810	27MAY2002	50	Individual	44
099516	L74969	18JAN2002	1000	Individual	870
099525	L79141	15AUG2002	50	Individual	44
099532	L95556	24MAR2002	100	Individual	88
099537	L74868	08DEC2001	500	Individual	435
099553	L153267	05FEB2002	500	Individual	440
099565	L129169	26DEC2001	500	Individual	435
099586	L110592	19JUN2002	200	Individual	176
099628	L105308	16MAR2002	100	Individual	88
099644	L40180	23JAN2002	200	Individual	174
099645	L121588	30SEP2002	500	Individual	440
099652	L121066	26APR2002	500	Individual	440
099666	L95272	16JUN2002	50	Individual	44
099667	L120063	12AUG2002	100	Individual	88
099678	L45442	06JUN2002	500	Individual	440
099679	L159008	16MAR2002	200	Individual	176
099693	L86932	21JAN2002	200	Individual	174
099705	L124877	04JUL2002	200	Individual	176
099717	L70899	23JUL2002	200	Individual	176
099730	L105859	03MAR2002	500	Individual	440
099735	L33205	31MAY2002	50	Individual	44
099736	L83114	03MAY2002	50	Individual	44
099741	L90823	12APR2002	100	Individual	88
099748	L95096	05NOV2001	100	Individual	87
099765	L43746	12JUN2002	100	Individual	88
099788	L125371	22AUG2002	200	Individual	176
099794	L119941	18AUG2002	1000	Individual	880
099798	L35521	24JUL2002	100	Individual	88
099800	L52237	21JAN2002	100	Individual	87
099810	L167861	05FEB2002	500	Individual	440
099813	L23507	10MAY2002	1000	Individual	880
099826	L95522	31JUL2002	500	Individual	440
099839	L66796	05SEP2002	50	Individual	44
099844	L21260	18MAY2002	100	Individual	88
099849	L154830	05MAY2002	200	Individual	176
099856	L27474	05FEB2002	1000	Individual	880
099867	L26694	04SEP2002	500	Individual	440
099876	L64879	22JUL2002	100	Individual	88
099879	L73152	03JAN2002	200	Individual	174
099881	L139169	30AUG2002	500	Individual	440
